object_class,space,cluster_id,cluster_size,prototype_rank,object_id,object_label,definition,cosine_to_centroid
characters,semantic,6,302,8,U+92F1,鋱,"terbium (element 65, Tb)",0.807253
characters,semantic,6,302,9,U+94FD,铽,"terbium (element 65, Tb)",0.807253
characters,semantic,6,302,10,U+94FC,铼,"rhenium (element 75, Re)",0.805956
characters,semantic,7,293,1,U+777C,睼,to gaze at,0.955735
characters,semantic,7,293,2,U+7744,睄,(Cant.) to glance,0.954207
characters,semantic,7,293,3,U+6010,怐,(Cant.) 怐豆 to stare,0.95188
characters,semantic,7,293,4,U+77D6,矖,to stare at,0.948786
characters,semantic,7,293,5,U+77B5,瞵,to stare at,0.948786
characters,semantic,7,293,6,U+5062,偢,to stare at,0.948786
characters,semantic,7,293,7,U+4038,䀸,"(interchangeable 䀿) to have a casual and short glance; to catch a glimpse of, pretty eyes, insight; vision, bright eyes",0.938214
characters,semantic,7,293,8,U+403F,䀿,"(same as 䀸) to have a casual and short glance; to catch a glimpse of, pretty eyes, insight; vision, bright eyes",0.936822
characters,semantic,7,293,9,U+404E,䁎,"to make a close inspection, secretion of the eye, (same as 瞠) to look straight at; to stare at",0.936464
characters,semantic,7,293,10,U+406F,䁯,"to look at; to see; to inspect; (same as U+77B8 瞸) gazing into distance, having one eye smaller than the other, to look askance at; (Cant.) to close the eyes",0.935377
characters,semantic,8,427,1,U+5505,唅,"a sound; to put in the mouth; (Cant.) to grunt, grumble",0.946279
characters,semantic,8,427,2,U+4AAF,䪯,"sound, whisper, to groan; to moan",0.940067
characters,semantic,8,427,3,U+3567,㕧,used to represent sound; to hum; to groan,0.935361
characters,semantic,8,427,4,U+56B1,嚱,a shrill noise; alas!,0.929865
characters,semantic,8,427,5,U+54BE,咾,a noise; a sound,0.917222
characters,semantic,8,427,6,U+5686,嚆,"give forth sound, make noise",0.914722
characters,semantic,8,427,7,U+55C1,嗁,"give forth sound, make noise",0.914722
characters,semantic,8,427,8,U+35AA,㖪,"sound of surprising, to laugh loudly, to flow off, loquacious, sound; voice; tone",0.912652
characters,semantic,8,427,9,U+3600,㘀,"to sound, a sound, the cry of a bird or animal",0.912094
characters,semantic,8,427,10,U+46C1,䛁,"(interchangeable 喃 諵) to murmur; in a low voice, to chatter; to gabble",0.911879
characters,semantic,9,402,1,U+3885,㢅,"a shield; a screen, a tall building; an edifice, (same as 弄) an alley; a lane",0.882433
characters,semantic,9,402,2,U+95D1,闑,the doorsill,0.871894
characters,semantic,9,402,3,U+95C8,闈,"gate, door; living quarters",0.865244
characters,semantic,9,402,4,U+95F1,闱,"gate, door; living quarters",0.865244
characters,semantic,9,402,5,U+95FC,闼,door; gate,0.862895
characters,semantic,9,402,6,U+95E5,闥,door; gate,0.862895
characters,semantic,9,402,7,U+49CB,䧋,"name of a place, boundary; a line",0.862176
characters,semantic,9,402,8,U+55A5,喥,(Cant.) a place,0.8616
characters,semantic,9,402,9,U+958C,閌,door,0.861588
characters,semantic,9,402,10,U+95F6,闶,door,0.861588
characters,semantic,10,273,1,U+3CEA,㳪,a river,0.94641
characters,semantic,10,273,2,U+3CE6,㳦,a river,0.94641
characters,semantic,10,273,3,U+6F0D,漍,a river,0.94641
characters,semantic,10,273,4,U+3CF8,㳸,name of a river,0.942621
characters,semantic,10,273,5,U+3CF5,㳵,name of a river,0.942621
characters,semantic,10,273,6,U+3CD6,㳖,name of a river,0.942621
characters,semantic,10,273,7,U+3D2A,㴪,name of a river,0.942621
characters,semantic,10,273,8,U+3D51,㵑,name of a river,0.942621
characters,semantic,10,273,9,U+6C98,沘,name of a river,0.942621
characters,semantic,10,273,10,U+3D42,㵂,name of a river,0.942621
characters,semantic,11,176,1,U+7D90,綐,a kind of fine silk fabric,0.967227
characters,semantic,11,176,2,U+433C,䌼,a kind of fine silk fabric,0.967227
characters,semantic,11,176,3,U+42F7,䋷,"a kind of thick, loosely-woven raw silk fabric",0.962756
characters,semantic,11,176,4,U+4306,䌆,silk fabrics,0.954484
characters,semantic,11,176,5,U+42E6,䋦,ravelled silk,0.954354
characters,semantic,11,176,6,U+7D83,綃,raw silk fabric,0.94823
characters,semantic,11,176,7,U+7D3D,紽,a strand of silk,0.942897
characters,semantic,11,176,8,U+7F0D,缍,a kind of thin silk,0.939062
characters,semantic,11,176,9,U+7D9E,綞,a kind of thin silk,0.939062
characters,semantic,11,176,10,U+7F23,缣,fine silk,0.937725
characters,semantic,12,395,1,U+5C2D,尭,a legendary ancient emperor-sage,0.884524
characters,semantic,12,395,2,U+582F,堯,a legendary ancient emperor-sage,0.879933
characters,semantic,12,395,3,U+6C13,氓,people; subjects; vassals,0.877335
characters,semantic,12,395,4,U+4190,䆐,(ancient form of 國) a country; a nation; a kingdom; a state,0.870204
characters,semantic,12,395,5,U+4122,䄢,"(same as 齋) pious; respectful; chaste; pure, to abstain from meat, wine, etc., to fast, (same as 齊) equal; uniform, name of an ancient feudal state",0.867873
characters,semantic,12,395,6,U+4451,䑑,"(ancient form of 僕) a servant, a modest term referring to oneself",0.863356
characters,semantic,12,395,7,U+355C,㕜,(ancient form of 史) history; chronicles; annals,0.861847
characters,semantic,12,395,8,U+49D9,䧙,"(ancient form of 陵) a high mound, tomb of an emperor, to usurp; to abuse",0.857097
characters,semantic,12,395,9,U+794F,祏,shrine,0.85704
characters,semantic,12,395,10,U+59FA,姺,name of an ancient state,0.855996
characters,semantic,13,404,1,U+3A2E,㨮,"to lift up; to take in the hand, to control, to open; (Cant.) to seize, grasp",0.922377
characters,semantic,13,404,2,U+3ABC,㪼,to pull; to drag; to hinder; to snatch away,0.917351
characters,semantic,13,404,3,U+6475,摵,"(Cant.) to pull, lift up",0.911305
characters,semantic,13,404,4,U+6366,捦,to seize; to clutch; to arrest; to capture; (Cant.) to climb,0.909572
characters,semantic,13,404,5,U+3A73,㩳,"to hold; to grasp, to detain, to uphold, to push, to stand upright; expel, to shirk, to raise up",0.907825
characters,semantic,13,404,6,U+650B,攋,"to clutch; to grab at; to rub or scrape; to tear; (Cant.) to leave behind, omit",0.90694
characters,semantic,13,404,7,U+637D,捽,"clutch, grasp; pull up; contradict",0.90617
characters,semantic,13,404,8,U+6385,掅,"(Cant.) to lift up; to seize, grab",0.905944
characters,semantic,13,404,9,U+648D,撍,"to hold in the hand, to grasp; to wring; (Cant.) to pull out",0.900005
characters,semantic,13,404,10,U+59A0,妠,"(Cant.) to collect, seize, grab",0.897951
characters,semantic,14,381,1,U+78E5,磥,a heap of stones; boulders,0.911601
characters,semantic,14,381,2,U+3FE8,㿨,"(same as 皪) small stones, gravel, shingle",0.893135
characters,semantic,14,381,3,U+40BC,䂼,(a kind of) rocks; stones,0.882658
characters,semantic,14,381,4,U+40BD,䂽,(a kind of) rocks; stones,0.882658
characters,semantic,14,381,5,U+40EF,䃯,(abbreviated form of 礫) small stones; pebble; gravel; shingle,0.879965
characters,semantic,14,381,6,U+40AA,䂪,"(same as 磽) hard barren land, a kind of stone (interchangeable 銚) a small pot with a handle",0.878605
characters,semantic,14,381,7,U+3882,㢂,"(terrains) of highly strategic; precipitous (hill, etc. a big mound; (same as 㢈) a collapsed house, to hit, to catch something",0.878311
characters,semantic,14,381,8,U+39C2,㧂,(same as 屇) a cave a hold in the ground; a hole,0.878188
characters,semantic,14,381,9,U+575C,坜,"a hole, pit",0.874473
characters,semantic,14,381,10,U+495F,䥟,(non-classical form 楬) a metal marking- stake; a guidepost; a pile,0.871961
characters,semantic,15,328,1,U+6158,慘,"sad, pitiful, wretched; cruel",0.93996
characters,semantic,15,328,2,U+54C0,哀,"sad, mournful, pitiful; pity",0.939493
characters,semantic,15,328,3,U+60C6,惆,"distressed, regretful, sad",0.934394
characters,semantic,15,328,4,U+3FCA,㿊,very painful; agonizing (same as 憯) sad; sorrowful; grieved,0.932043
characters,semantic,15,328,5,U+6092,悒,"sorrowful, depressed, unhappy",0.928709
characters,semantic,15,328,6,U+342B,㐫,"(same as 凶) cruel, unfortunate, sad",0.924048
characters,semantic,15,328,7,U+35E4,㗤,"ashamed, restless; fidgeting; (a dialect) bashful, grievous; mournful; sad",0.923939
characters,semantic,15,328,8,U+601B,怛,"grieved, saddened; worried",0.923389
characters,semantic,15,328,9,U+60FB,惻,"feel anguish, feel compassion",0.923036
characters,semantic,15,328,10,U+3707,㜇,"unhappy, girlish",0.92165
characters,semantic,16,247,1,U+98D5,飕,sound of wind; blow chilly,0.913328
characters,semantic,16,247,2,U+98BE,颾,blowing of the wind,0.909274
characters,semantic,16,247,3,U+4B1B,䬛,"the roaring of the wind, cold wind",0.90647
characters,semantic,16,247,4,U+4B1E,䬞,"wind; storm, sound of the wind",0.905314
characters,semantic,16,247,5,U+4B03,䬃,"(same as 颯) the sound of wind, a gust; suddenly",0.90164
characters,semantic,16,247,6,U+4B0F,䬏,wind; light breezes,0.899087
characters,semantic,16,247,7,U+4B00,䬀,sound of the wind,0.897283
characters,semantic,16,247,8,U+98D7,飗,soughing of wind; noise,0.892453
characters,semantic,16,247,9,U+98C0,飀,soughing of wind; noise,0.892453
characters,semantic,16,247,10,U+98CC,飌,wind,0.889217
characters,semantic,17,257,1,U+359E,㖞,(simplified form of 喎) a wry mouth,0.926625
characters,semantic,17,257,2,U+5646,噆,to hold in the mouth; to bite,0.920243
characters,semantic,17,257,3,U+3C49,㱉,moving of the mouth,0.917404
characters,semantic,17,257,4,U+3CC4,㳄,"(a variant of 涎) spittle, saliva",0.916554
characters,semantic,17,257,5,U+5649,噉,"bite, chew; (Cant.) like this, in this way",0.907472
characters,semantic,17,257,6,U+9F5A,齚,to chew,0.905948
characters,semantic,17,257,7,U+9F69,齩,to chew; to bite,0.903111
characters,semantic,17,257,8,U+4DA0,䶠,"(same as 䶢) to gnaw; to bite, to hold in the mouth",0.902284
characters,semantic,17,257,9,U+4DA1,䶡,"sound of biting, (same as 齰) to chew; to gnaw",0.901297
characters,semantic,17,257,10,U+9ABE,骾,any object that sticks in throat; bony,0.901256
characters,semantic,18,399,1,U+5F09,弉,"large, powerful, stout, thick",0.942647
characters,semantic,18,399,2,U+705D,灝,"vast, large, grand, expansive",0.908713
characters,semantic,18,399,3,U+3545,㕅,big; extremely; great; vast; extensive; tall,0.908109
characters,semantic,18,399,4,U+3468,㑨,"great; big; tall; vast, noble; high in rank, very; much",0.9073
characters,semantic,18,399,5,U+5B8F,宏,"wide, spacious, great, vast",0.906134
characters,semantic,18,399,6,U+6FCA,濊,"vast, expansive, deep; dirty",0.905073
characters,semantic,18,399,7,U+5D73,嵳,"high, towering; irregular, rugged",0.903678
characters,semantic,18,399,8,U+5927,大,"big, great, vast, large, high",0.903153
characters,semantic,18,399,9,U+5049,偉,"great, robust; extraordinary",0.901772
characters,semantic,18,399,10,U+5D6F,嵯,"high, towering; irregular, rugged",0.898951
characters,semantic,19,383,1,U+3E98,㺘,a kind of animal,0.953114
characters,semantic,19,383,2,U+4763,䝣,a kind of animal,0.953114
characters,semantic,19,383,3,U+3E7C,㹼,a kind of animal,0.953114
characters,semantic,19,383,4,U+4BA0,䮠,a kind of animal,0.953114
characters,semantic,19,383,5,U+4D23,䴣,a kind of animal,0.953114
characters,semantic,19,383,6,U+72BA,犺,animal,0.951939
characters,semantic,19,383,7,U+4E83,亃,name of a kind of animal,0.948514
characters,semantic,19,383,8,U+72CC,狌,livestock,0.93043
characters,semantic,19,383,9,U+3E33,㸳,a kind of cattle,0.924138
characters,semantic,19,383,10,U+72E2,狢,animal name,0.920547
characters,semantic,20,733,1,U+39EB,㧫,"to hold; to grasp, to maintain; to keep, a post, to lead on, (same as 擩) to rub, to crumble by hand, to massage; mixed-up; confused",0.928543
characters,semantic,20,733,2,U+39D0,㧐,"(simplified form of 㩳) to hold; to grasp, to detain, to uphold, to push, to stand upright",0.920653
characters,semantic,20,733,3,U+498D,䦍,"to include; to embrace, to search for, intransigent; stubborn; obstinate",0.91458
characters,semantic,20,733,4,U+3A8B,㪋,"(same as 扞, 捍) to resist; to oppose; to obstruct, to defend; to guard; to ward off, (same as 㪃) to thump; to beat; to strike; to attack",0.909077
characters,semantic,20,733,5,U+3A49,㩉,"(same as 搨) to take a rubbing of an inscription on stone, etc., (same as 拉) to pull; to drag; to hold, to beat; to strike; to attack, (same as 拹) to break; to destroy; to smash",0.908752
characters,semantic,20,733,6,U+39C3,㧃,"(ancient form of 收) to receive what is due; to gather together, to harvest, to collect; to put away, to close, to bind, to restrain, to bring to the end, (same as 摎) entwined -- as branches of a tree; to tangle; to involve, to collaborate; to band together",0.90685
characters,semantic,20,733,7,U+46F7,䛷,"(same as 婉) to obey; obedient; to comply, to console; to comfort; to soothe",0.90685
characters,semantic,20,733,8,U+476F,䝯,"(same as 貤) to change hands; to shift, a series, steps; grades, to promote; to reward; ennobled; to bestow, to extend; to prolong",0.90546
characters,semantic,20,733,9,U+39BB,㦻,"(ancient form of 襲) to put on; to wear, repeated; double; to inherit; to attack or take by surprise, to accord with; to unite",0.905335
characters,semantic,20,733,10,U+35D6,㗖,"(non-classical form of 啗) to eat; to chew; to bite. to entice; to lure, to contain; to, comprise",0.904452
characters,semantic,21,155,1,U+7A5C,穜,rice,0.956537
characters,semantic,21,155,2,U+7A4B,穋,rice,0.956537
characters,semantic,21,155,3,U+7A11,稑,rice,0.956537
characters,semantic,21,155,4,U+414B,䅋,a kind of grain; sweet and round rice,0.948364
characters,semantic,21,155,5,U+413F,䄿,a kind of rice plant,0.940477
characters,semantic,21,155,6,U+42AB,䊫,"coarse rice, red rice",0.939781
characters,semantic,21,155,7,U+4284,䊄,polished rice,0.937784
characters,semantic,21,155,8,U+4298,䊘,"a grain (of rice, etc.)",0.932622
characters,semantic,21,155,9,U+7CC1,糁,a grain of rice; rice gruel mixed with meat,0.928594
characters,semantic,21,155,10,U+4294,䊔,polished rice; refined rice,0.926992
characters,semantic,22,222,1,U+3811,㠑,"high, rugged mountain",0.957611
characters,semantic,22,222,2,U+37C6,㟆,name of a mountain,0.953359
characters,semantic,22,222,3,U+3813,㠓,name of a mountain,0.953359
characters,semantic,22,222,4,U+37E6,㟦,name of a mountain,0.953359
characters,semantic,22,222,5,U+37CA,㟊,name of a mountain,0.953359
characters,semantic,22,222,6,U+37C8,㟈,name of a mountain,0.953359
characters,semantic,22,222,7,U+3826,㠦,name of a mountain,0.953359
characters,semantic,22,222,8,U+37C4,㟄,name of a mountain,0.953359
characters,semantic,22,222,9,U+37C0,㟀,name of a mountain,0.953359
characters,semantic,22,222,10,U+37BB,㞻,name of a mountain,0.953359
characters,semantic,23,344,1,U+3D71,㵱,flowing water,0.940239
characters,semantic,23,344,2,U+6D0A,洊,flowing water,0.940239
characters,semantic,23,344,3,U+6EBB,溻,wet,0.937881
characters,semantic,23,344,4,U+3CDC,㳜,the flowing water,0.926958
characters,semantic,23,344,5,U+3AE0,㫠,a kind of water,0.926905
characters,semantic,23,344,6,U+3D0B,㴋,"(simplified form of 潚) deep and clear (said of water) (same as 溲) to urinate, to immerse; to soak; to drench, to wash rice (same as 瀟) rushing rain and wind; roar of gust",0.926074
characters,semantic,23,344,7,U+3CDA,㳚,flowing of the water,0.924919
characters,semantic,23,344,8,U+6E8C,溌,"pour, splash, water, sprinkle",0.918934
characters,semantic,23,344,9,U+3CE8,㳨,to splash (of water),0.918187
characters,semantic,23,344,10,U+6E9A,溚,(Cant.) to get wet by rain; to drip,0.917321
characters,semantic,24,144,1,U+48E5,䣥,a kind of wine,0.943625
characters,semantic,24,144,2,U+91BD,醽,kind of wine,0.940624
characters,semantic,24,144,3,U+91BE,醾,a kind of liquor,0.940279
characters,semantic,24,144,4,U+91BF,醿,a kind of liquor,0.940279
characters,semantic,24,144,5,U+4911,䤑,wine,0.928097
characters,semantic,24,144,6,U+9196,醖,liquor,0.924873
characters,semantic,24,144,7,U+4B68,䭨,"(same as 䬽) wine poured in a libation, to have a little drink or a few drinks",0.916637
characters,semantic,24,144,8,U+3FFF,㿿,wine cups,0.913974
characters,semantic,24,144,9,U+3429,㐩,wine cups,0.913974
characters,semantic,24,144,10,U+4916,䤖,"a kind of wine, a kind of wine that brew for one night",0.906751
characters,semantic,25,356,1,U+4C5E,䱞,a kind of fish,0.968157
characters,semantic,25,356,2,U+4C90,䲐,a kind of fish,0.968157
characters,semantic,25,356,3,U+4C82,䲂,a kind of fish,0.968157
characters,semantic,25,356,4,U+9C14,鰔,a kind of fish,0.968157
characters,semantic,25,356,5,U+4C80,䲀,a kind of fish,0.968157
characters,semantic,25,356,6,U+4C7F,䱿,a kind of fish,0.968157
characters,semantic,25,356,7,U+4C72,䱲,a kind of fish,0.968157
characters,semantic,25,356,8,U+4C6C,䱬,a kind of fish,0.968157
characters,semantic,25,356,9,U+4C8F,䲏,a kind of fish,0.968157
characters,semantic,25,356,10,U+4C5A,䱚,a kind of fish,0.968157
characters,semantic,26,220,1,U+3F35,㼵,a small basin; a bowl. a cup; a pot; a jar,0.92584
characters,semantic,26,220,2,U+3F1D,㼝,(same as 盌) (a variant of 碗) a bowl; a basin; a cup; a dish,0.886511
characters,semantic,26,220,3,U+3F48,㽈,a large earthenware jar with a small mouth and two or four ears; a big pot; bottle; pitcher; jug; vase,0.883279
characters,semantic,26,220,4,U+3F34,㼴,an earthen vessel; a basin; a pot; a jar,0.88194
characters,semantic,26,220,5,U+4257,䉗,"a receptacle or container, as a cup, ladle, spoon, etc.",0.877984
characters,semantic,26,220,6,U+434C,䍌,(same as 瓿) a jar; a pot,0.877118
characters,semantic,26,220,7,U+7F49,罉,(Cant.) a pot,0.873784
characters,semantic,26,220,8,U+3FFC,㿼,"(a non-classical form) a bowl, a small shallow container; a small cup",0.872508
characters,semantic,26,220,9,U+3F21,㼡,"a small jar with a small mouth, a bottle; pitcher; jug etc.",0.870585
characters,semantic,26,220,10,U+7F46,罆,"jar, jug, pitcher, pot",0.867215
characters,semantic,27,379,1,U+4647,䙇,"clothes of coarse fabric, seams; a fold; pleat of a garment, shirt; jacket",0.922095
characters,semantic,27,379,2,U+896D,襭,tuck up hem of garment and wrap,0.912839
characters,semantic,27,379,3,U+4835,䠵,to wear clothes,0.911838
characters,semantic,27,379,4,U+42BF,䊿,"(same as 衭) the lapel or collar of a garment or robe, drawers, (dialect) trousers or pants",0.911445
characters,semantic,27,379,5,U+4669,䙩,clothes,0.910036
characters,semantic,27,379,6,U+88BD,袽,clothes,0.910036
characters,semantic,27,379,7,U+4659,䙙,clothes,0.910036
characters,semantic,27,379,8,U+4663,䙣,ragged garments or clothing,0.909117
characters,semantic,27,379,9,U+3838,㠸,"(same as 衭) the lapel or collar of a garment or robe, (Cant., same as 褲) drawers, trousers or pants",0.909002
characters,semantic,27,379,10,U+88CC,裌,lined garment,0.900708
characters,semantic,28,592,1,U+6DD1,淑,"good, pure, virtuous, charming",0.936238
characters,semantic,28,592,2,U+6109,愉,"pleasant, delightful; please",0.925232
characters,semantic,28,592,3,U+3DE9,㷩,"(a variant of 熙) bright, splendid. Intelligent, prosperous",0.921233
characters,semantic,28,592,4,U+7995,禕,"excellent, rare; beautiful, fine",0.920707
characters,semantic,28,592,5,U+6054,恔,"cheerful; bright, sagacious",0.919794
characters,semantic,28,592,6,U+4617,䘗,"beautiful, exquisite; fine",0.919503
characters,semantic,28,592,7,U+8C53,豓,"beautiful, captivating, plump, voluptuous",0.919131
characters,semantic,28,592,8,U+5A2C,娬,lovely; attractive,0.918295
characters,semantic,28,592,9,U+70C9,烉,"shining, brilliant, lustrous",0.91578
characters,semantic,28,592,10,U+9E97,麗,"beautiful, magnificent, elegant",0.915548
characters,semantic,29,330,1,U+4788,䞈,"(ancient form of 貨) money; wealth, natural endowment or gifts, to aid or help, to gamble; to bet, to compete",0.898425
characters,semantic,29,330,2,U+3B38,㬸,a kind of services or ceremonies of offering sacrifices,0.89328
characters,semantic,29,330,3,U+34B2,㒲,"(a variant of 財) wealth; property; valuables, bribes",0.888085
characters,semantic,29,330,4,U+476D,䝭,"wages; salary, to redeem; to ransom",0.877644
characters,semantic,29,330,5,U+4769,䝩,"(same as 賑) to relieve or give aid to the distressed; to support, rich; wealthy",0.8758
characters,semantic,29,330,6,U+4775,䝵,to thank with money or gifts,0.874048
characters,semantic,29,330,7,U+4783,䞃,"to relieve or give aid to the distressed; to support, shells; precious; valuable",0.873988
characters,semantic,29,330,8,U+8EF7,軷,sacrifice,0.871226
characters,semantic,29,330,9,U+6713,朓,sacrifice,0.871226
characters,semantic,29,330,10,U+793F,礿,sacrifice,0.871226
characters,semantic,30,148,1,U+8980,覀,variant of Kangxi radical 146,0.943623
characters,semantic,30,148,2,U+66F0,曰,say; Kangxi radical 73,0.940524
characters,semantic,30,148,3,U+8BA0,讠,simplified Kangxi radical 149,0.934262
characters,semantic,30,148,4,U+897E,襾,cover; Kangxi radical 146,0.93196
characters,semantic,30,148,5,U+7384,玄,"deep, profound, abstruse; Kangxi radical 95",0.921824
characters,semantic,30,148,6,U+5182,冂,wide; Kangxi radical 13,0.920034
characters,semantic,30,148,7,U+5196,冖,cover; Kangxi radical 14,0.918752
characters,semantic,30,148,8,U+5F50,彐,snout; Kangxi radical 58,0.91745
characters,semantic,30,148,9,U+97ED,韭,"scallion, leek; Kangxi radical 179",0.9145
characters,semantic,30,148,10,U+91C6,釆,distinguish; Kangxi radical 165,0.913738
characters,semantic,31,388,1,U+47AF,䞯,"to walk, to move quickly; to run; to hurry, to reach the time-limit; to mature",0.922318
characters,semantic,31,388,2,U+8DDE,跞,"walk, move",0.918522
characters,semantic,31,388,3,U+8E92,躒,"walk, move",0.918522
characters,semantic,31,388,4,U+47DB,䟛,"walking rapidly; in a hurry, to stride over; to step across",0.915573
characters,semantic,31,388,5,U+8D96,趖,"to walk, go",0.91392
characters,semantic,31,388,6,U+4808,䠈,"hard to move forward, to trample; to tread upon",0.912684
characters,semantic,31,388,7,U+4820,䠠,"to go, to walk in one leg; leap; crippled, (ancient form of 逝) to pass; to be gone; to depart, (interchangeable 滯) in a standstill; stagnant; impeded; blocked",0.912032
characters,semantic,31,388,8,U+488C,䢌,"to walk, rapid marching or running",0.912017
characters,semantic,31,388,9,U+38DE,㣞,to walk; to go,0.91191
characters,semantic,31,388,10,U+38DC,㣜,to walk; to go,0.91191
characters,semantic,32,268,1,U+8EE4,軤,surname,0.965293
characters,semantic,32,268,2,U+6496,撖,surname,0.965293
characters,semantic,32,268,3,U+79A2,禢,surname,0.965293
characters,semantic,32,268,4,U+4FB4,侴,surname,0.965293
characters,semantic,32,268,5,U+7BEF,篯,surname,0.965293
characters,semantic,32,268,6,U+5BEA,寪,surname,0.965293
characters,semantic,32,268,7,U+5AD8,嫘,surname,0.965293
characters,semantic,32,268,8,U+50BC,傼,surname,0.965293
characters,semantic,32,268,9,U+51CA,凊,surname,0.965293
characters,semantic,32,268,10,U+7C5B,籛,surname,0.965293
characters,semantic,33,693,1,U+8A5E,詞,"words; phrase, expression",0.884699
characters,semantic,33,693,2,U+8B58,識,"recognize, understand, know",0.877214
characters,semantic,33,693,3,U+8BCD,词,"words; phrase, expression",0.876622
characters,semantic,33,693,4,U+5565,啥,what?,0.871479
characters,semantic,33,693,5,U+53D9,叙,"express, state, relate, narrate",0.863465
characters,semantic,33,693,6,U+8A9E,語,"language, words; saying, expression",0.860286
characters,semantic,33,693,7,U+8FAD,辭,"words, speech, expression, phrase",0.858308
characters,semantic,33,693,8,U+5C82,岂,how? what?,0.8533
characters,semantic,33,693,9,U+8058,聘,"engage, employ; betroth",0.850776
characters,semantic,33,693,10,U+8A6E,詮,"explain, expound, comment on",0.849699
characters,semantic,34,330,1,U+609C,悜,obscure,0.898725
characters,semantic,34,330,2,U+79D8,秘,"secret, mysterious, abstruse",0.897992
characters,semantic,34,330,3,U+9088,邈,"far, distant, remote; slight",0.897435
characters,semantic,34,330,4,U+3977,㥷,"(same as 瘱) quiet; calm; still peaceful, gracefully quiet, clear and evident; obvious, deep and far; profound and abstruse, to conceal; to hide",0.897121
characters,semantic,34,330,5,U+5E7D,幽,"quiet, secluded, tranquil; dark",0.895556
characters,semantic,34,330,6,U+66A7,暧,"obscure, dim, ambiguous, vague",0.892575
characters,semantic,34,330,7,U+5965,奥,"mysterious, obscure, profound",0.892387
characters,semantic,34,330,8,U+489B,䢛,(non-classical form of 迥) far; distant; different from; separated,0.891048
characters,semantic,34,330,9,U+903A,逺,"distant, remote, far; profound",0.890509
characters,semantic,34,330,10,U+4A3E,䨾,"hidden; concealed; secret, narrow and small, ugly, low; mean, inferior",0.889611
characters,semantic,35,202,1,U+9A66,驦,horse,0.981588
characters,semantic,35,202,2,U+9AA6,骦,horse,0.981588
characters,semantic,35,202,3,U+9A3B,騻,horse,0.981588
characters,semantic,35,202,4,U+9A6B,驫,horses,0.970436
characters,semantic,35,202,5,U+4B8A,䮊,name of a horse,0.964594
characters,semantic,35,202,6,U+4B96,䮖,name of a horse,0.964594
characters,semantic,35,202,7,U+4B8F,䮏,name of a horse,0.964594
characters,semantic,35,202,8,U+4B92,䮒,name of a horse,0.964594
characters,semantic,35,202,9,U+9A20,騠,"a horse, mule",0.951392
characters,semantic,35,202,10,U+4B99,䮙,"name of a horse, a traveling horse",0.938753
characters,semantic,36,346,1,U+61DB,懛,"alarmed, scared; stupid",0.933741
characters,semantic,36,346,2,U+61C6,懆,"anxious, apprehensive",0.912907
characters,semantic,36,346,3,U+60B8,悸,"fearful, apprehensive, perturbed",0.907038
characters,semantic,36,346,4,U+398D,㦍,"(same as 愕) to be startled, alarmed, to speak out; to speak up, frank statement, an obstacle or hindrance; to obstruct; to impede; unwilling; disagreeable",0.905584
characters,semantic,36,346,5,U+39A6,㦦,"apprehensive; fearful; afraid, ashamed, uneasy in mind; not feeling at peace; disturbed",0.90524
characters,semantic,36,346,6,U+60DD,惝,"alarmed, agitated",0.901931
characters,semantic,36,346,7,U+8AF0,諰,apprehensive,0.899061
characters,semantic,36,346,8,U+6081,悁,"irritable, nervous, impatient",0.896724
characters,semantic,36,346,9,U+5162,兢,"fearful, cautious, wary",0.896404
characters,semantic,36,346,10,U+3938,㤸,uneasy; disturbed; not feeling at peace,0.896311
characters,semantic,37,221,1,U+4202,䈂,a kind of bamboo,0.976951
characters,semantic,37,221,2,U+7C1C,簜,bamboo,0.964569
characters,semantic,37,221,3,U+4223,䈣,name of a variety of bamboo,0.959777
characters,semantic,37,221,4,U+424F,䉏,name of a variety of bamboo,0.959777
characters,semantic,37,221,5,U+41EA,䇪,name of a variety of bamboo,0.959777
characters,semantic,37,221,6,U+4246,䉆,name of a variety of bamboo,0.959777
characters,semantic,37,221,7,U+4244,䉄,name of a variety of bamboo,0.959777
characters,semantic,37,221,8,U+4218,䈘,name of a variety of bamboo,0.959777
characters,semantic,37,221,9,U+420D,䈍,name of a variety of bamboo,0.959777
characters,semantic,37,221,10,U+41D9,䇙,name of a variety of bamboo,0.959777
characters,semantic,38,302,1,U+8629,蘩,Artemisia stelleriana,0.83549
characters,semantic,38,302,2,U+848C,蒌,Artemisia stelleriana,0.83549
characters,semantic,38,302,3,U+851E,蔞,Artemisia stelleriana,0.83549
characters,semantic,38,302,4,U+8555,蕕,Caryopteris divaricata,0.826455
characters,semantic,38,302,5,U+83B8,莸,Caryopteris divaricata,0.826455
characters,semantic,38,302,6,U+82A9,芩,Phragmites japonicus,0.823639
characters,semantic,38,302,7,U+44C8,䓈,a kind of plant; chicken-head; Euryale ferox,0.821285
characters,semantic,38,302,8,U+9D59,鵙,shrike; Lanius species (various),0.820714
characters,semantic,38,302,9,U+45B2,䖲,a kind of insect (looks like cicada),0.808438
characters,semantic,38,302,10,U+9DCF,鷏,Caprimulgus indicus,0.807545
characters,semantic,39,206,1,U+3E0E,㸎,"warm, fire; flame",0.964577
characters,semantic,39,206,2,U+3DC4,㷄,fire; flames,0.956414
